title,brand,description,price/currency,price/value,stars,reviewsCount
"Kensington N17 Dell Laptop Computer Lock, Combination Security Locking Cable (K68008WW) Black",Kensington,"New dell laptop Lock - Noble Type wedge lock from Kensington, TAA compliant. From the industry leader in physical device security for 25 years, Kensington has developed the strongest wedge lock solution to secure Dell laptops and tablets that have a wedge lock slot. The N17 combination laptop Lock features a unique lock engagement, creating a strong and reliable connection between the lock head and slot. The resettable 4-wheel number Code can be set to any of 10, 000 possible combinations. A carbon steel cable deters cutting attempts. The N17 combination lock for wedge-shaped slots delivers increased strength in a smaller size. It's the strongest keyless locking solution for laptops and tablets with a wedge lock slot, independently verified and tested for industry-leading standards in torque/pull, foreign implements, lock lifecycle, corrosion and other environmental conditions.",$,21.99,4.3,964.0
16 Inch Laptop Backpack with Multi-Pockets - Sinaliy Personal Item Flight Approved Waterproof Carry On Backpack for Women,Sinaliy,,$,39.99,4.5,659.0
"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office, white (special edition)",Twelve South,"Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. Available for a limited time in a special white matte finish, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.",$,49.68,4.8,826.0
"SwissGear Mini 1900 Scansmart Slim Version Laptop Backpack, Black, 16-Inch",SwissGear,,$,63.99,4.6,404.0
Carhartt 25 L Classic Laptop Backpack,Carhartt,,,,4.6,87.0
"Amazon Basics Adjustable Tray Table Lap Desk Fits up to 17-Inch Laptop, Large, 13""x24""",Amazon Basics,Product DescriptionAmazon Basics Adjustable Laptop Tray Table - Lap Desk Fits 17-Inch Laptop - LargeFrom the ManufacturerAmazon Basics,$,54.89,4.5,5471.0
"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office (matte black) , 10 x 10.5 x 6 inches",Twelve South,"Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. With its beautiful matte black finish and improved ergonomic design, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.",$,59.99,4.8,2659.0
"Pyle Portable Folding Laptop Stand - Standing Table with Foldable Height and Secondary Accessory Tray for iPad, Tablet, DJ Mixer, Workstation, Gaming and Home Use with Bag - PLPTS35",Pyle,"PylePro Model : PLPTS35Universal Laptop Device StandUniversal Portable Foldable Professional DJ Laptop Stand with Second Accessory TrayFeatures:This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsThis Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceLight Weight Sturdy Unit Folds Flat to be Convenient and Portable Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag IncludedUnit Fits in Backpack or Handy Carrying Bag IncludedManufactured for Use in Home, Studio or on the Road Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsDouble Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseFolding Instructions IncludedFolding Instructions IncludedWeight of Unit: 3.3 lbs.Weight of Unit: 3.3 lbs.Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchThe Pyle Universal Portable Foldable Professional DJ Laptop Stand with Second Accessory Tray This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and Tablets Convenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other Device Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag Included Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding Environments Just Slide in the Sturdy Steel Rod Accessory Tray and Ready to Use Folding Instructions Included Weight of Unit: 3.3 lbs. Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inch Dimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inch Laptop Shelf Dimensions: 9.6'' x 8.5'' inch.",$,32.99,4.3,1116.0
"Twelve South BookArc for MacBook | Space-Saving Vertical Stand to Organize Work & Home Office for Apple MacBooks, Now Compatible with M1 MacBooks* (Space Grey)",Twelve South,"Meet BookArc, the most popular vertical MacBook stand in the world. Don't lose precious desk space when using MacBook to run your desktop setup - simply slide your MacBook into the silicone slot, connect it to an external display, add a full-size keyboard and mouse to enjoy the comfort of a desktop setup. Ready to hit the road? Unplug MacBook and BookArc’s newly designed cable-catch feature keeps your cables from falling to the floor. Three interchangeable inserts ensure BookArc will be the perfect home for your current (and future) MacBook. See compatiblity in bullets.",$,59.99,4.6,3555.0
"Twelve South Curve Flex | Ergonomic Height & Angle Adjustable Aluminum Laptop/MacBook Stand/Riser, fits 10""-17"", Folds Flat for Portability -Travel Pouch Included, Matte Black",Twelve South,,$,77.59,4.0,115.0
"Lowepro ProTactic 450 AW II Black Laptop Backpack for Professional Use, with All Weather Protection, for Cameras and Drones up to 15""",Lowepro,"The exceptionally high-performing ProTactic series, with its rugged versatility; armoured protection, ‘always-ready’ access, modular exterior attachment, convertible utility belt and SlipLock compatible accessories, gives you maximum flexibility all in one bag! The ActivZone back panel gives targeted comfort and support, whilst the All Weather AW Cover protects gear from rain, snow, dust and sand. The ProTactic BP 450 AW II professional camera backpack is part of Lowepro's efforts towards sustainability through a Green Line project, and has been updated to include 63% recycled and solution-dyed fabrics, to reduce water waste and negative impact on the envrionment. This percentage is made up of 37% recycled fabrics – Including all fabrics, webbings, bindings, zipper tape, cords and meshes, and 26% solution-dyed fabrics used to build each bag. (This Green Line score is measured following the GRI 301-2 standard, as a percentage of the recycled/dope-dyed yarn used, compared to the total weight of yarn.) CradleFit pocket protects your 15'' laptop within the pack. Compatible with all ProTactic series modular accessories and lens cases.",$,229.99,4.7,4789.0
"Dell WD15 Monitor Dock 4K with 130W Adapter, USB-C, (450-AFGM),Black",Dell,"The Dell Dock provides a common docking experience for both Dell and non-Dell platforms via Display Port over USB Type-C, ensuring a reliable connection and crisp display. The dock connects with a single cable, freeing up space on your desk and in your workspace with the added ability to mount behind a monitor or on your desk. The small and compact Dell Dock enables fast, efficient connectivity to multiple displays and all your everyday peripherals through one convenient cable. It is compatible with the following models: The Inspiron series: 13” (7368), 15” (7569), 17” (7778); The Precision series: 15” (3510), 15” (3520), 15” (5510), 15” (5520), 15” (7510), 17” (7710); The Venue series: 10” Pro (5056), 8” Pro (5855); The XPS series: 12” (9250), 13” (9350), 13” (9360), 13“ (9365), 15” (9550), 15” (9560); The Latitude series: 11” (5175), 11” (5179), 12” (5280), 12” (5285), 12” (5289), 14” (5480), 15” (5580), 12” (7275), 12” (7280), 13” (7370), 13” (7380), 13” (7389), 14” (7480). Please Note: A system requiring more than 130 Watts must have its own power adapter attached. What’s in the box: 1x Dell Dock; 1x DisplayPort over USB Type-C Cable; 1x 130W AC Adapter with 7.4 mm barrel; 1x Quick Setup Guide.",$,79.99,4.0,431.0
"Lenovo Legion Gaming Laptop Bag, Double-Layered Protection, Dedicated Storage Pockets",Lenovo,,,,4.7,3880.0
"Amazon Basics 15.6 Inch Laptop and Tablet Case Shoulder Bag, Black",Amazon Basics,"Product DescriptionAmazon Basics 15.6 Inch Laptop and Tablet Case Shoulder Bag, BlackFrom the ManufacturerAmazon Basics",$,20.89,4.7,3533.0
"JanSport Cool Backpack with 15-inch Laptop Sleeve, Russet Red - Large Computer Bag Rucksack with 2 Compartments, Ergonomic Straps - Bookbag for Men, Women",JanSport,"Always be ready for any everyday adventure with the JanSport Cool Laptop Backpack for everyone! Available in multiple colors, prints and patterns, this backpack will let anyone show off their style, while keeping them organized with plenty of space. These bags are made with high-quality, reliable materials, and feature a synthetic leather bottom and trim details for extra style you’re sure to love! With a simple, convenient design, this backpack is designed for the ultimate in functionality! Each women’s and men’s laptop backpack features 2 large main compartments to hold your essentials, and a dedicated padded 15-inch laptop sleeve to keep your computer secure. Plus, these bags include a side water bottle pocket, a pleated front stash pocket with an organizer, cord pullers and a web haul handle. Designed to be sturdy and comfortable, our bag has ergonomic S-curve shoulder straps and a fully padded back panel so you can always carry any load. At JanSport, we have been engineering high-quality, durable and reliable products since 1967, and we stand behind our large bags. This backpack with a laptop compartment has been carefully designed to provide unmatched functionality, convenience and utility. Always be ready for any everyday adventure! Backpack Materials: 600 Denier Polyester, Synthetic Leather, Size: 17 x 12 x 8 inches, Capacity: 34 L",$,58.47,4.8,1865.0
"Amazon Basics Aluminum Portable Foldable Laptop Support Stand for Laptops up to 13"", Black",Amazon Basics,"Product DescriptionAmazon Basics Aluminum Portable Foldable Laptop Support Stand for Laptops up to 15 Inches, BlackFrom the ManufacturerAmazon Basics",$,18.57,4.5,11331.0
"Victoriatourist Laptop Backpack, Business Slim Durable Travel Water Resistant Backpacks with USB Charging Port, College Bookbag Computer Bag Gifts for Men Women Fits 15.6 Inch Notebook(Black)",Victoriatourist,,$,21.99,4.4,5282.0
"Messenger Bag for Men 15.6 Inch Vintage Leather Briefcase Waterproof Laptop Bag Large Satchel Shoulder Bag Office Work Business College Computer Bag, Brown",RAINSMORE,,$,35.99,4.2,19.0
"USB C Docking Station Dual Monitor, 7 in 1 USB C to Dual HDMI Adapter, USB C Hub with 2 HDMI, VGA, 100W PD, 3 USB, Multiport Adapter for Dell HP Lenovo Surface MacBook Laptop",MOKiN,,$,28.79,4.3,538.0
"LOVEVOOK Travel Backpack for Women, 40L Carry On Backpack, Personal Item Bag with 3 Packing Cubes, Water Resistant Bussiness Weekender Overnight Luggage Daypack, Fits 15.6 Inch Laptop, Black Beige",LOVEVOOK,,$,35.99,4.9,18.0
FOCDOD Backpack for Women Work Bags: 15.6 inch Laptop Backpack Purse Waterproof Backpacks with USB Charger College Bookbag Casual Business Computer Backpack for Travel Nurse Teacher,Focdod,,$,25.99,4.7,19.0
"Beraliy Large Travel Backpack, Ailrline Approved Personal Item Bag, 17 Inch Laptop Backpack, 40L Carry On Travel Bag, Hiking Backpack, Casual Backpack, Dark Grey",Beraliy,,$,39.99,4.7,1118.0
"Dwavele 100Pcs Reading Stickers, Inspirational Book Sticker, Waterproof Vinyl Stickers for Water Bottle, Laptop, Notebook, Phones, Book Accessories for Reading Lovers, Kids, Children",Dwavele,,$,5.99,4.8,35.0
Soonjet for MacBook Pro 14 inch Case 2023-2021 M3 Pro/Max A2918 A2992 M2 A2779 M1 A2442 [100% Match Official Color] [Scientific Slim] Protective Hard Case Matte Cover for Laptop - Space Black Clear,soonjet,,$,23.99,4.5,82.0
"VANKEAN 17.3 Inch Laptop Backpack for Women Work Laptop Bag Fashion with USB Port, Waterproof Backpacks Stylish Travel Bags Casual Daypacks for College, Business, Light Dusty Pink",VANKEAN,,$,33.99,4.7,3420.0
"200Pcs Inspirational Christian Stickers for Water Bottles Laptop, Vinyl Waterproof Bible Verse Stickers, Jesus Faith Stickers for Journaling, Religious Christian Easter Gifts for Kids (200pcs)",KASANYER,"200Pcs Inspirational Christian Stickers for Water Bottles Laptop, Vinyl Waterproof Bible Verse Stickers, Jesus Faith Stickers for Journaling, Religious Christian Easter Gifts for Kids, Teens, Adults",,,4.6,135.0
"Laptop Bag for Women 15.6 Inch Waterproof Leather Computer Tote Bag Professional Business Office Work Bags Briefcase Large Capacity Lightweight Women Handbag Shoulder Bag, Black",RAINSMORE,,$,29.86,4.8,29.0
"Teryeefi Case for MacBook Pro 14 Inch M3 Pro/Max A2992 A2918 (2023) & A2779 M2 Pro/Max (2023) & A2442 M1 Pro/Max (2021) with Keyboard Cover & Screen Protector & OTG Adapter,Golded Flower Leaf",Teryeefi,,,,,
"Sonix x Sanrio Laptop Sleeve, Foldable Case and Stand Compatible with Most 15 inch Laptops (Hello Kitty + Care Bears)",Sonix,"Our Hello Kitty and Friends Laptop Sleeve is your all-in-one laptop sleeve + stand + hand rest featuring our iconic prints and crafted with durable, canvas material. Ultra slim, lightweight, and easy to carry, this convertible mobile workstation is secured with a magnetic closure for 360º protection. Fits most 13” and 15” laptop and tablet devices. Dimensions: 11” x 15” x 1.5-2”",$,55.0,3.7,22.0
"MeityPinkty 100PCS Pop Country Female Stickers for Fans Girls Boys, Cool Singer Music Ablum Stickers Pack for Kids Teens Adults, Trendy Vinyl Bulk Stickers for Water Bottle Laptop Party Favor",MeityPinkty,,$,4.99,,
UOROLBMY G5M10 Battery 7.4V 51WH Replacement for Dell Latitude E5550 E5450 Notebook 15.6 inch 0WYJC2 8V5GX,UOROLBMY,Compatible for: Dell Latitude E5450 E5550 Notebook 15.6 inch Replace Part Number: G5M10 0WYJC2 8V5GX R9XM9 WYJC2 1KY05,$,39.99,4.5,1014.0
Laptop Backpack for Women Bag - 15.6 inch Work Bags with USB Charger College Bookbag Beige-Black-Brown,bagswan,,,,4.8,73.0
"Ajiga Roll-top Travel Backpack for Men and Women, Lightweight Daypack for 17 inch Laptop, Anti-Theft Bag, Stylish and Waterproof, Black",Ajiga,,$,39.99,5.0,1.0
"100Pcs Taylor Stickers - Singer Album Designs Water Bottle Stickers, Vinyl Sticker for Laptop Luggage Phone Guitar",dokikalos,,$,3.99,,
65W AC Adapter Charger Fit for Acer Aspire 1 A114-32 A114-31 Series Laptop Computer Power Adapter Supply Cord,HSXIRQA,Fit for Acer Aspire 1 A114-32 A114-31 Series A114-32-C1YA A114-32-C3NO A114-32-C571 A114-32-C2VZ A114-32-P1KK A114-32-C087 A114-32-C7HQ A114-32-C5D3 A114-31-C5GM A114-31-C4HH A114-31-C7VN A114-31-C8JU A114-31-C4WM A114-31-C2SE,,,,
"FALANKO Laptop Backpack for women, Doctor Teacher Work RFID Anti Theft Durable Laptops Backpack with USB Charging Port, Wide Open College Travel 15.6 Inch Computer Bag for Men Women black",FALANKO,"Large Opening DesignAt your fingertips, not in a hurry. Do not mess with the pick and place. Easy to store and take.Large Capacity & Roomy CompartmentsINSIDE Pockets:1 x Laptop Compartment with padded. Fit up to 15.6 inch.1 x iPad Compartment with padded. - Wide opening from top and back1 x Roomy Main Pockets. Keep daily stuff like binders,books,clothes etc.1 x Pocket with zipper. Keep wallet/passport etc.2 x Open Pocket . Keep phones,sunglasses and other small items.2 x Side Pocket. Keep for small water bottle, cups, umbrella etc.OUTISIDE Pockets:2 x Front Exterior Pocket1 x Back Anti-theft zipper pocket.",$,49.99,4.8,9158.0
"100pcs Singer Taylor Sticker for Water Bottles, Pop Folk Singer Taylor Ablum Stickers Pack for Women, Vinyl Waterproof Music Stickers for Water Bottles Laptop,Party Decorations,Midnights Merch,Gifts",Jzbulo,,$,7.99,,
Sam and Colby Stickers 50PCS Vlog Stickers for Laptops Trackpads Keyboards Backpacks Skateboards Luggage Water Bottles Scrapbooks Mirrors Notebooks Journals BikesTravel,CZSWMD,"Product Name: Sam and Colby StickersMaterial: PVC Quantity:50PCS Size:1.96-3.15inch(5-8cm)HOW to Use: Get your stickers, clean the surface, sticker on, then use your imagination to create works now!Product Feature: Perfect to embellish Laptops Trackpads Keyboards Backpacks Skateboards Luggage Water Bottles Scrapbooks Mirrors Notebooks Journals Cars Bumpers Bikes Bedroom Travel Case Motorcycle Snowboard .High quality , All our Laptop Stickers are made of superior vinyl PVC. It’s waterproof and sun-proof. The color hardly fades out, you just need to use your imagination and create works with our Graffiti Vinyl Stickers!#Best Cool Gift for Sam and Colby FANS",$,4.99,5.0,2.0
100pcs One Piece Stickers Anime Cartoon One Piece Stickers Decal for Laptop Water Bottle Skateboard Luggage Car Bumper Anime Cartoon Sticker Pack for Kids Teens Adults,TOOREEY,,$,5.99,,
Poke Pikachu Stickers Mon Cute Anime Stickers Waterproof Sunscreen Laptop Luggage Skateboard Tablet Phone Notebook Trolley Car Stickers 50 Pcs,SANYOM,,$,8.99,,
"Batianda Compatible with M2 Chip MacBook Air 15 inch Case 2023 Release Model A2941, Bling Crystal Hard Shell with Screen Protector TPU Keyboard Cover and OTG Adapter, Bling Black",Batianda,,$,21.99,4.3,78.0
"StarTech.com Dual-Monitor USB-C Docking Station, DisplayPort & HDMI or VGA, Multi Monitor Dock up to 4K 60Hz - USB 3.2/3.1 (5Gbps) Type-C Dock - 7x USB Hub, 85W PD, Windows & ChromeOS (101N-USBC-DOCK)",StarTech.com,,$,159.99,,
100Pcs Cute Stickers Pack Hello Kitty Stickers MyMelody and Kuromi Stickers for Laptop Water Bottle Skateboard Luggage Car Bumper Kawaii Sticker Pack for Kids Teens Adults Girls,TOOREEY,,$,5.79,5.0,3.0
